id_deudor,segmento,producto,departamento,tramo_mora,dias_mora,monto_deuda,score_buro,contactabilidad,probpago,decil,segmento_propension,estrategia,descuento_recomendado,plan_cuotas,canal_recomendado,valor_esperado_recupero,prioridad,pago,guion
KB-101701,Corporativo,Tarjeta de crédito,Salto,1-30,16,167210.0,653,0.457,0.6877,6,Alta,Recordatorio suave,0.0,1,Llamada,114988.9532,1488,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 167,210 (ref. KB-101701). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101702,Pyme,Financiación retail,Montevideo,91-180,142,66790.0,693,0.449,0.7991,7,Alta,Pago total facilitado,0.05,1,Llamada,50706.3683,3059,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 66,790. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 63,450. ¿Coordinamos el pago?"
KB-101703,Pyme,Préstamo personal,Canelones,31-60,33,162880.0,441,0.76,0.5093,4,Media,Plan de cuotas,0.1,3,Email,74660.306,2222,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 162,880 en 3 cuotas de $U 48,864 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101704,Retail,Tarjeta de crédito,Montevideo,31-60,40,20000.0,565,0.149,0.7997,7,Alta,Pago total facilitado,0.05,1,Llamada,15194.6876,7142,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 20,000. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 19,000. ¿Coordinamos el pago?"
KB-101705,Pyme,Cuenta corriente,Montevideo,91-180,101,49650.0,414,0.58,0.5088,4,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,20208.195,6139,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 49,650 en 6 cuotas de $U 6,620 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101706,Pyme,Microcrédito,Montevideo,31-60,31,217360.0,531,0.265,0.5165,4,Media,Plan de cuotas,0.1,3,Email,101034.4597,1694,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 217,360 en 3 cuotas de $U 65,208 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101707,Retail,Cuenta corriente,Tacuarembó,1-30,8,22790.0,541,0.71,0.8199,7,Alta,Recordatorio suave,0.0,1,WhatsApp,18686.5232,6412,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 22,790 (ref. KB-101707). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101708,Pyme,Tarjeta de crédito,Canelones,1-30,23,17820.0,554,0.44,0.8878,8,Alta,Recordatorio suave,0.0,1,WhatsApp,15821.1521,7004,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 17,820 (ref. KB-101708). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101709,Retail,Préstamo personal,Montevideo,180+,233,49430.0,589,0.246,0.2267,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,6161.9873,9476,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 27,187 (45% de descuento sobre $U 49,430) cancela toda su deuda. Es por tiempo limitado."
KB-101710,Pyme,Préstamo personal,Canelones,61-90,74,204900.0,662,0.398,0.8062,7,Alta,Pago total facilitado,0.05,1,Llamada,156933.0322,1080,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 204,900. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 194,655. ¿Coordinamos el pago?"
KB-101711,Retail,Tarjeta de crédito,Florida,180+,192,11120.0,760,0.444,0.829,7,Alta,Pago total facilitado,0.05,1,Llamada,8757.1617,8709,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 11,120. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 10,564. ¿Coordinamos el pago?"
KB-101712,Retail,Financiación retail,Paysandú,61-90,72,17560.0,250,0.558,0.0527,1,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,647.1925,11728,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 12,292 (30% de descuento sobre $U 17,560) cancela toda su deuda. Es por tiempo limitado."
KB-101713,Pyme,Financiación retail,Montevideo,31-60,58,710230.0,730,0.542,0.802,7,Alta,Pago total facilitado,0.05,1,Llamada,541116.5377,272,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 710,230. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 674,718. ¿Coordinamos el pago?"
KB-101714,Corporativo,Tarjeta de crédito,Maldonado,180+,197,903460.0,581,0.505,0.2715,3,Baja,Derivación a gestión especializada,0.15,12,Llamada,208491.3592,798,0,"Hola, le escribimos de su gestor de cobranzas. Su caso (ref. KB-101714, saldo $U 903,460) fue asignado a un gestor especializado que puede estructurar un plan de hasta 12 cuotas. Le contactaremos para encontrar la mejor solución."
KB-101715,Retail,Préstamo personal,Montevideo,1-30,17,17340.0,530,0.645,0.8691,8,Alta,Recordatorio suave,0.0,1,Email,15069.3624,7161,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 17,340 (ref. KB-101715). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101716,Pyme,Cuenta corriente,Rivera,91-180,117,123000.0,466,0.567,0.2782,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,18818.7767,6380,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 67,650 (45% de descuento sobre $U 123,000) cancela toda su deuda. Es por tiempo limitado."
KB-101717,Pyme,Crédito automotor,Montevideo,61-90,64,236460.0,695,0.755,0.6705,6,Alta,Pago total facilitado,0.05,1,WhatsApp,150612.4958,1122,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 236,460. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 224,637. ¿Coordinamos el pago?"
KB-101718,Pyme,Préstamo personal,Canelones,61-90,81,94790.0,519,0.729,0.5376,5,Media,Plan de cuotas,0.1,3,Email,45861.0634,3349,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 94,790 en 3 cuotas de $U 28,437 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101719,Corporativo,Préstamo personal,Canelones,1-30,29,350880.0,497,0.555,0.4935,4,Media,Plan de cuotas,0.1,3,Llamada,155851.4972,1090,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 350,880 en 3 cuotas de $U 105,264 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101720,Corporativo,Tarjeta de crédito,Montevideo,1-30,10,244390.0,661,0.589,0.8649,8,Alta,Recordatorio suave,0.0,1,Llamada,211377.1722,784,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 244,390 (ref. KB-101720). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101721,Retail,Financiación retail,Montevideo,180+,410,11820.0,611,0.044,0.0653,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,Email,424.5092,11879,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 6,501 (45% de descuento sobre $U 11,820) cancela toda su deuda. Es por tiempo limitado."
KB-101722,Pyme,Crédito automotor,Montevideo,91-180,108,17270.0,670,0.506,0.9146,9,Alta,Pago total facilitado,0.05,1,WhatsApp,15004.8329,7170,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 17,270. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 16,406. ¿Coordinamos el pago?"
KB-101723,Corporativo,Préstamo personal,Montevideo,1-30,25,233230.0,681,0.263,0.9166,9,Alta,Recordatorio suave,0.0,1,Llamada,213782.4662,773,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 233,230 (ref. KB-101723). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101724,Pyme,Cuenta corriente,Salto,180+,243,58650.0,612,0.345,0.1982,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,SMS,6394.3203,9402,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 32,258 (45% de descuento sobre $U 58,650) cancela toda su deuda. Es por tiempo limitado."
KB-101725,Pyme,Tarjeta de crédito,Trinidad,180+,198,107420.0,438,0.412,0.1008,2,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,5957.2548,9534,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 59,081 (45% de descuento sobre $U 107,420) cancela toda su deuda. Es por tiempo limitado."
KB-101726,Retail,Préstamo personal,Canelones,61-90,73,19510.0,603,0.502,0.8794,8,Alta,Pago total facilitado,0.05,1,Llamada,16298.6311,6915,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 19,510. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 18,534. ¿Coordinamos el pago?"
KB-101727,Retail,Financiación retail,Soriano,91-180,108,12780.0,794,0.677,0.9629,10,Alta,Pago total facilitado,0.05,1,Llamada,11690.7495,7961,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 12,780. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 12,141. ¿Coordinamos el pago?"
KB-101728,Retail,Préstamo personal,Montevideo,61-90,79,24310.0,525,0.737,0.4875,4,Media,Plan de cuotas,0.1,3,WhatsApp,10665.2894,8215,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 24,310 en 3 cuotas de $U 7,293 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101729,Retail,Préstamo personal,Durazno,31-60,43,40260.0,657,0.47,0.9351,9,Alta,Pago total facilitado,0.05,1,WhatsApp,35766.0415,4090,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 40,260. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 38,247. ¿Coordinamos el pago?"
KB-101730,Retail,Crédito automotor,Tacuarembó,1-30,21,25980.0,524,0.658,0.9565,10,Alta,Recordatorio suave,0.0,1,Llamada,24849.0197,5353,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 25,980 (ref. KB-101730). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101731,Retail,Microcrédito,Maldonado,1-30,16,83950.0,581,0.671,0.9136,8,Alta,Recordatorio suave,0.0,1,WhatsApp,76696.759,2164,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 83,950 (ref. KB-101731). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101732,Retail,Microcrédito,Canelones,91-180,132,7050.0,669,0.467,0.6297,5,Media,Plan de cuotas + quita moderada,0.2,6,Email,3551.406,10353,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 7,050 en 6 cuotas de $U 940 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101733,Retail,Préstamo personal,Canelones,91-180,123,114200.0,575,0.154,0.3426,3,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,21521.3935,5889,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 62,810 (45% de descuento sobre $U 114,200) cancela toda su deuda. Es por tiempo limitado."
KB-101734,Retail,Préstamo personal,Trinidad,180+,223,45190.0,511,0.416,0.4533,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,16388.1842,6899,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 45,190 en 6 cuotas de $U 6,025 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101735,Retail,Crédito automotor,Montevideo,61-90,85,10970.0,455,0.425,0.4152,4,Media,Plan de cuotas,0.1,3,Email,4099.6024,10148,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 10,970 en 3 cuotas de $U 3,291 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101736,Pyme,Cuenta corriente,Montevideo,91-180,124,36590.0,474,0.508,0.4866,4,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,14244.2215,7343,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 36,590 en 6 cuotas de $U 4,879 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101737,Pyme,Préstamo personal,Montevideo,1-30,22,95250.0,613,0.376,0.7599,6,Alta,Recordatorio suave,0.0,1,Llamada,72380.3689,2289,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 95,250 (ref. KB-101737). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101738,Retail,Microcrédito,Artigas,180+,200,18630.0,652,0.24,0.6269,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,9342.6045,8557,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 18,630 en 6 cuotas de $U 2,484 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101739,Retail,Microcrédito,Artigas,180+,240,34830.0,658,0.627,0.0478,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,916.3958,11569,1,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 19,156 (45% de descuento sobre $U 34,830) cancela toda su deuda. Es por tiempo limitado."
KB-101740,Retail,Microcrédito,Maldonado,61-90,72,10220.0,791,0.151,0.8819,8,Alta,Pago total facilitado,0.05,1,WhatsApp,8561.9613,8763,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 10,220. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 9,709. ¿Coordinamos el pago?"
KB-101741,Pyme,Crédito automotor,Montevideo,91-180,117,73470.0,541,0.657,0.6219,5,Media,Plan de cuotas + quita moderada,0.2,6,SMS,36550.3682,4010,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 73,470 en 6 cuotas de $U 9,796 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101742,Pyme,Crédito automotor,Montevideo,91-180,160,170140.0,678,0.424,0.7213,6,Alta,Pago total facilitado,0.05,1,WhatsApp,116591.7565,1463,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 170,140. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 161,633. ¿Coordinamos el pago?"
KB-101743,Corporativo,Préstamo personal,San José,91-180,119,1615780.0,504,0.653,0.4527,4,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,585124.0371,245,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 1,615,780 en 6 cuotas de $U 215,437 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101744,Corporativo,Crédito automotor,San José,180+,337,141420.0,679,0.464,0.643,5,Media,Plan de cuotas + quita moderada,0.2,6,Llamada,72741.9009,2276,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 141,420 en 6 cuotas de $U 18,856 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101745,Pyme,Microcrédito,Salto,31-60,36,22590.0,659,0.787,0.9581,10,Alta,Pago total facilitado,0.05,1,WhatsApp,20561.0768,6064,1,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 22,590. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 21,460. ¿Coordinamos el pago?"
KB-101746,Pyme,Tarjeta de crédito,Canelones,1-30,20,6220.0,556,0.683,0.9478,9,Alta,Recordatorio suave,0.0,1,SMS,5895.1541,9560,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 6,220 (ref. KB-101746). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101747,Pyme,Préstamo personal,Montevideo,1-30,30,78870.0,480,0.626,0.8913,8,Alta,Recordatorio suave,0.0,1,WhatsApp,70295.1695,2350,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 78,870 (ref. KB-101747). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101748,Pyme,Préstamo personal,Montevideo,61-90,74,45480.0,452,0.258,0.1286,2,Baja,Quita agresiva por pago único,0.3,1,WhatsApp,4094.4044,10152,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 31,836 (30% de descuento sobre $U 45,480) cancela toda su deuda. Es por tiempo limitado."
KB-101749,Pyme,Tarjeta de crédito,Montevideo,1-30,2,252970.0,439,0.352,0.3973,4,Media,Plan de cuotas,0.1,3,Llamada,90458.1293,1870,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 252,970 en 3 cuotas de $U 75,891 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101750,Retail,Crédito automotor,Montevideo,31-60,43,23360.0,524,0.749,0.7774,7,Alta,Pago total facilitado,0.05,1,WhatsApp,17252.4903,6709,0,"Hola, le escribimos de su gestor de cobranzas. Tiene un saldo de $U 23,360. Por pago de contado hoy le aplicamos un beneficio del 5%, quedando en $U 22,192. ¿Coordinamos el pago?"
KB-101751,Retail,Préstamo personal,Montevideo,180+,367,36120.0,434,0.02,0.0123,1,Baja,Descuento máximo / cierre de cuenta,0.45,1,WhatsApp,244.3626,11963,0,"Hola, le escribimos de su gestor de cobranzas. Tenemos una oferta especial de cierre: pagando hoy $U 19,866 (45% de descuento sobre $U 36,120) cancela toda su deuda. Es por tiempo limitado."
KB-101752,Retail,Tarjeta de crédito,Montevideo,31-60,34,56760.0,443,0.686,0.6492,5,Media,Plan de cuotas,0.1,3,WhatsApp,33164.1098,4325,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 56,760 en 3 cuotas de $U 17,028 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101753,Retail,Microcrédito,Paysandú,1-30,27,16430.0,392,0.445,0.4788,4,Media,Plan de cuotas,0.1,3,Llamada,7079.4731,9194,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 16,430 en 3 cuotas de $U 4,929 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101754,Pyme,Tarjeta de crédito,Montevideo,61-90,81,563000.0,627,0.257,0.6138,5,Media,Plan de cuotas,0.1,3,Llamada,311029.5386,529,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 563,000 en 3 cuotas de $U 168,900 con 10% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101755,Retail,Tarjeta de crédito,Salto,91-180,93,25380.0,567,0.4,0.5081,4,Media,Plan de cuotas + quita moderada,0.2,6,Email,10315.5717,8318,0,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 25,380 en 6 cuotas de $U 3,384 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101756,Pyme,Préstamo personal,Flores,91-180,175,23480.0,581,0.814,0.5162,4,Media,Plan de cuotas + quita moderada,0.2,6,WhatsApp,9696.4756,8460,1,"Hola, le escribimos de su gestor de cobranzas. Le ofrecemos regularizar su saldo de $U 23,480 en 6 cuotas de $U 3,131 con 20% de descuento. ¿Le queda cómodo comenzar este mes?"
KB-101757,Retail,Financiación retail,Montevideo,1-30,26,42450.0,742,0.392,0.9545,10,Alta,Recordatorio suave,0.0,1,WhatsApp,40519.247,3712,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 42,450 (ref. KB-101757). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101758,Retail,Microcrédito,Canelones,1-30,27,30560.0,607,0.469,0.8995,8,Alta,Recordatorio suave,0.0,1,Llamada,27489.4121,5002,1,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 30,560 (ref. KB-101758). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
KB-101759,Retail,Microcrédito,Rivera,1-30,10,16840.0,795,0.778,0.9536,10,Alta,Recordatorio suave,0.0,1,Llamada,16059.4176,6963,0,"Hola, le escribimos de su gestor de cobranzas. Notamos un saldo pendiente de $U 16,840 (ref. KB-101759). Regularizando hoy evita costos adicionales. ¿Le enviamos el link de pago?"
